Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/TestEpRet,Metrics/TestEpCost,Metrics/TestEpLen,Train/Epoch,Train/LR,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward_critic,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost_critic,Time/Total,Time/Rollout,Time/Update,Time/Evaluate,Time/Epoch,Time/FPS,Metrics/S2C_LossLast,Metrics/S2C_Updates,Metrics/LagrangeMultiplier
-0.3165645897388458,0.0,1000.0,-2.3201005458831787,21.0,1000.0,0.0,0.0003000000142492354,1951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.067041397094727,14.410696983337402,0.001127481460571289,9.655045509338379,24.067039489746094,83.10121154785156,0.0,0.0,0.0010000000474974513
0.2424878627061844,8.25,1000.0,-4.998198986053467,10.5,1000.0,1.0,0.0003000000142492354,3951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.39466857910156,15.134861946105957,0.0011527538299560547,9.177729606628418,24.313926696777344,82.25739288330078,0.0,0.0,0.0010000000474974513
0.21538884937763214,36.5,1000.0,-4.156705379486084,14.333333015441895,1000.0,2.0,0.0003000000142492354,5951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.7164535522461,14.957185745239258,0.0011184215545654297,8.35126781463623,23.30974769592285,85.80101776123047,0.0,0.0,0.0010000000474974513
0.07842918485403061,37.5,1000.0,-3.525954246520996,40.0,1000.0,3.0,0.0003000000142492354,7951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.49984741210938,15.549072265625,0.0011365413665771484,8.219324111938477,23.76970863342285,84.14070892333984,0.0,0.0,0.0010000000474974513
0.1407233029603958,34.20000076293945,1000.0,-4.1809844970703125,32.0,1000.0,4.0,0.0003000000142492354,9951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.66153717041016,14.480796813964844,0.0011105537414550781,8.667288780212402,23.149381637573242,86.39540100097656,0.0,0.0,0.0010000000474974513
0.1105470061302185,34.83333206176758,1000.0,-4.504476070404053,31.83333396911621,1000.0,5.0,0.0003000000142492354,11951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.5234375,14.006088256835938,0.0011305809020996094,7.841878890991211,21.849273681640625,91.53622436523438,0.0,0.0,0.0010000000474974513
0.1635182797908783,32.21428680419922,1000.0,-4.154692649841309,31.428571701049805,1000.0,6.0,0.0003000000142492354,13951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.1238250732422,15.05836009979248,0.0011293888092041016,8.528687477111816,23.588350296020508,84.7876205444336,0.0,0.0,0.0010000000474974513
0.150311678647995,34.375,1000.0,-4.4784698486328125,27.5,1000.0,7.0,0.0003000000142492354,15951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.24961853027344,13.859408378601074,0.0011091232299804688,8.253239631652832,22.11393165588379,90.44072723388672,0.0,0.0,0.0010000000474974513
0.06305055320262909,53.22222137451172,1000.0,-4.5374932289123535,27.44444465637207,1000.0,8.0,0.0003000000142492354,17951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.9359130859375,14.313455581665039,0.0010852813720703125,9.359092712402344,23.673812866210938,84.48153686523438,0.0,0.0,0.0010000000474974513
-0.054888736456632614,54.5,1000.0,-4.099290370941162,34.400001525878906,1000.0,9.0,0.0003000000142492354,19951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.39151000976562,14.046590805053711,0.001077413558959961,9.395796775817871,23.44364356994629,85.31097412109375,1.423338770866394,0.5,0.0010000000474974513
