Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/TestEpRet,Metrics/TestEpCost,Metrics/TestEpLen,Train/Epoch,Train/LR,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward_critic,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost_critic,Time/Total,Time/Rollout,Time/Update,Time/Evaluate,Time/Epoch,Time/FPS,Metrics/S2C_LossLast,Metrics/S2C_Updates,Metrics/LagrangeMultiplier
-0.015952832996845245,0.0,1000.0,-27.212387084960938,0.0,1000.0,0.0,0.0003000000142492354,1951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.174383163452148,8.601259231567383,0.001176595687866211,6.571770668029785,15.174379348754883,131.80111694335938,0.0,0.0,0.0010000000474974513
-0.24580024182796478,0.0,1000.0,-27.358863830566406,5.5,1000.0,1.0,0.0003000000142492354,3951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.694808959960938,8.429250717163086,0.0011467933654785156,5.076933860778809,13.5075044631958,148.0658416748047,0.0,0.0,0.0010000000474974513
-0.3940732777118683,0.0,1000.0,-27.729257583618164,3.6666667461395264,1000.0,2.0,0.0003000000142492354,5951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.521095275878906,8.41120719909668,0.0011451244354248047,5.402012825012207,13.814536094665527,144.77505493164062,0.0,0.0,0.0010000000474974513
-0.44964301586151123,21.625,1000.0,-27.261898040771484,12.75,1000.0,3.0,0.0003000000142492354,7951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.291053771972656,8.564021110534668,0.0011496543884277344,5.193312644958496,13.758666038513184,145.36294555664062,0.0,0.0,0.0010000000474974513
-0.3977239429950714,17.299999237060547,1000.0,-27.37005043029785,11.199999809265137,1000.0,4.0,0.0003000000142492354,9951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.91131591796875,7.803711891174316,0.001066446304321289,4.803050994873047,12.60799789428711,158.62948608398438,0.0,0.0,0.0010000000474974513
-0.45594629645347595,14.416666984558105,1000.0,-27.080293655395508,11.5,1000.0,5.0,0.0003000000142492354,11951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.84427642822266,7.777712821960449,0.0010335445404052734,5.143857955932617,12.922779083251953,154.76548767089844,0.0,0.0,0.0010000000474974513
-0.39755383133888245,35.85714340209961,1000.0,-26.97915267944336,9.857142448425293,1000.0,6.0,0.0003000000142492354,13951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.85099029541016,8.064095497131348,0.0011112689971923828,4.92927360534668,12.994668960571289,153.90928649902344,0.0,0.0,0.0010000000474974513
-0.34233996272087097,31.375,1000.0,-27.042198181152344,8.625,1000.0,7.0,0.0003000000142492354,15951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.81816864013672,8.112613677978516,0.0010995864868164062,4.841534614562988,12.955432891845703,154.37539672851562,0.0,0.0,0.0010000000474974513
-0.29122626781463623,27.88888931274414,1000.0,-27.13770866394043,7.666666507720947,1000.0,8.0,0.0003000000142492354,17951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.57691192626953,7.805763244628906,0.0010547637939453125,4.941210746765137,12.748208999633789,156.88479614257812,0.0,0.0,0.0010000000474974513
-0.2585468888282776,26.25,1000.0,-27.275747299194336,6.900000095367432,1000.0,9.0,0.0003000000142492354,19951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.76388549804688,8.09126091003418,0.001041412353515625,5.082784652709961,13.17525863647461,151.7996826171875,0.0,0.0,0.0010000000474974513
-0.20647932589054108,25.136363983154297,1000.0,-27.222822189331055,6.2727274894714355,1000.0,10.0,0.0003000000142492354,21951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.70909118652344,8.103938102722168,0.0010347366333007812,4.829294204711914,12.934428215026855,154.62608337402344,0.0,0.0,0.0010000000474974513
-0.19081644713878632,23.04166603088379,1000.0,-27.2274169921875,5.75,1000.0,11.0,0.0003000000142492354,23951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.3173065185547,7.786232948303223,0.0009918212890625,4.809832572937012,12.597228050231934,158.7650909423828,0.0,0.0,0.0010000000474974513
-0.004496986977756023,21.269229888916016,1000.0,-25.155771255493164,21.384614944458008,1000.0,12.0,0.0003000000142492354,25951.0,0.009434911422431469,0.009434911422431469,0.00927138701081276,0.00927138701081276,-0.02614816278219223,0.3527988791465759,0.3527988791465759,-0.12980937957763672,186.06533813476562,8.416994094848633,13.291061401367188,5.022346496582031,26.730615615844727,74.82057189941406,0.0,0.0,0.0010000000474974513
-0.02122422121465206,28.25,1000.0,-23.408016204833984,19.85714340209961,1000.0,13.0,0.0003000000142492354,27951.0,0.018290845677256584,0.008855934254825115,0.00031260395189747214,-0.008958783058915287,-0.01927165873348713,0.20409007370471954,-0.14870880544185638,-0.3689455986022949,227.97183227539062,8.323722839355469,28.448081970214844,5.123239517211914,41.89528274536133,47.73807144165039,0.0,0.0,0.0010000000474974513
